Name,f,Unnamed: 0,Name,Record,Height,Weight,Reach,Stance,DoB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,MMA Record,KO/TKO Wins,SUB Wins,U-DEC Wins,M-DEC Wins,S-DEC Wins,KO/TKO Losses,SUB Losses,U-DEC Losses,M-DEC Losses,S-DEC Losses,Total Draws,Total NCs,Age
Hector Aldana,43,43,Hector Aldana,4/4/00,"5'11""",170lbs.,0.8571428571428571,Orthodox,"Aug17,1988",0.359,0.38,0.508,0.59,0.093,1.0,0.0,0.0,"[('Miguel Baeza', 'loss', 'KO/TKOKick'), ('Laureano Staropoli', 'loss', 'U-DEC'), ('Kenan Song', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.16666666666666666,0.0,0.1111111111111111,0,0,0,0,0.35555555555555557
Jose Aldo,44,44,Jose Aldo,28-5-0,"5'7""",145lbs.,0.8333333333333334,Orthodox,"Sep09,1986",0.34500000000000003,0.44,0.314,0.65,0.067,0.65,0.92,0.0,"[('Alexander Volkanovski', 'loss', 'U-DEC'), ('Renato Moicano', 'win', 'KO/TKOPunches'), ('Jeremy Stephens', 'win', 'KO/TKOPunches'), ('Max Holloway', 'loss', 'KO/TKOPunches'), ('Max Holloway', 'loss', 'KO/TKOPunches'), ('Frankie Edgar', 'win', 'U-DEC'), ('Conor McGregor', 'loss', 'KO/TKOPunch'), ('Chad Mendes', 'win', 'U-DEC'), ('Ricardo Lamas', 'win', 'U-DEC'), ('Chan Sung Jung', 'win', 'KO/TKOPunches'), ('Frankie Edgar', 'win', 'U-DEC'), ('Chad Mendes', 'win', 'KO/TKOKnee'), ('Kenny Florian', 'win', 'U-DEC'), ('Mark Hominick', 'win', 'U-DEC'), ('Manvel Gamburyan', 'win', 'KO/TKOPunch'), ('Urijah Faber', 'win', 'U-DEC'), ('Mike Brown', 'win', 'KO/TKOPunches'), ('Cub Swanson', 'win', 'KO/TKOFlyingKnee'), ('Chris Mickle', 'win', 'KO/TKOPunches'), ('Rolando Perez', 'win', 'KO/TKOKnee'), ('Jonathan Brookins', 'win', 'KO/TKOPunch'), ('Alexandre Franca Nogueira', 'win', 'KO/TKOElbows')]",0.5,0.0,0.7,0,0,0.25,0.0,0.1111111111111111,0,0,0,0,0.4
JJ Aldrich,45,45,JJ Aldrich,8/3/00,"5'5""",125lbs.,0.7976190476190477,Southpaw,"Sep29,1992",0.388,0.4,0.41100000000000003,0.61,0.036,0.25,0.53,0.0,"[('Lauren Mueller', 'win', 'U-DEC'), ('Maycee Barber', 'loss', 'KO/TKOPunches'), ('Polyana Viana', 'win', 'U-DEC'), ('Danielle Taylor', 'win', 'U-DEC'), ('Chanmi Jeon', 'win', 'U-DEC'), ('Juliana Lima', 'loss', 'U-DEC')]",0.0,0.0,0.4,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.26666666666666666
Jim Alers,46,46,Jim Alers,13-3-0 (1 NC),"5'9""",145lbs.,0.8452380952380952,Orthodox,"Oct14,1986",0.0,0.4,0.438,0.56,0.22599999999999998,0.41,0.8,0.0,"[('Jason Knight', 'loss', 'S-DEC'), ('Cole Miller', 'nc', 'CNC'), ('Chas Skelly', 'loss', 'KO/TKOPunches'), ('Alan Omer', 'win', 'S-DEC')]",0.0,0.0,0.0,0,1,0.08333333333333333,0.0,0.0,0,1,1,0,0.4
John Alessio,47,47,John Alessio,34-16-0 (1 NC),"5'10""",155lbs.,0.8571428571428571,Orthodox,"Jul05,1979",0.187,0.35,0.246,0.57,0.178,0.36,0.72,0.0,"[('Shane Roller', 'loss', 'U-DEC'), ('Mark Bocek', 'loss', 'U-DEC'), ('Andre Galvao', 'loss', 'SUBArmbar'), ('Brock Larson', 'loss', 'DQ'), ('Todd Moore', 'win', 'U-DEC'), ('Marcelo Brito', 'win', 'U-DEC'), ('Alex Serdyukov', 'win', 'SUBGuillotineChoke'), ('Carlos Condit', 'loss', 'SUBRearNakedChoke'), ('Brian Gassaway', 'win', 'SUBRearNakedChoke'), ('Thiago Alves', 'loss', 'U-DEC'), ('Alex Serdyukov', 'win', 'SUBRearNakedChoke'), ('Diego Sanchez', 'loss', 'U-DEC'), ('Pat Miletich', 'loss', 'SUBArmbar')]",0.0,0.15789473684210525,0.2,0,0,0.0,0.42857142857142855,0.4444444444444444,0,0,0,0,0.5555555555555556
Houston Alexander,48,48,Houston Alexander,13-8-1 (2 NC),"6'0""",205lbs.,0.8571428571428571,Orthodox,"Mar22,1972",0.306,0.54,0.0,0.52,0.119,0.57,0.33,0.0,"[('Kevin Ferguson', 'loss', 'U-DEC'), ('Eric Schafer', 'loss', 'SUBArmTriangle'), ('James Irvin', 'loss', 'KO/TKOPunches'), ('Thiago Silva', 'loss', 'KO/TKOPunches'), ('Alessio Sakara', 'win', 'KO/TKOKnee'), ('Keith Jardine', 'win', 'KO/TKOPunch')]",0.09090909090909091,0.0,0.0,0,0,0.16666666666666666,0.14285714285714285,0.1111111111111111,0,0,0,0,0.7111111111111111
Kenneth Alexander,49,49,Kenneth Alexander,5-5-0 (1 NC),"5'9""",155lbs.,0.0,Orthodox,"Sep25,1977",0.088,0.19,0.0,0.66,0.471,0.26,0.0,0.0,"[('Rob McCullough', 'loss', 'S-DEC'), ('Donald Cerrone', 'nc', 'Overturned')]",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,0,0.6
Marcio Alexandre Junior,50,50,Marcio Alexandre Junior,17-4-0,"6'0""",185lbs.,0.8928571428571429,Southpaw,"May05,1989",0.161,0.45,0.28900000000000003,0.42,0.034999999999999996,0.2,0.66,0.0,"[('Court McGee', 'loss', 'U-DEC'), ('Tim Means', 'loss', 'S-DEC'), ('Warlley Alves', 'loss', 'SUBGuillotineChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,1,1,0,0.3333333333333333
Olaf Alfonso,51,51,Olaf Alfonso,8/11/00,"6'2""",170lbs.,0.0,Orthodox,"Aug06,1974",0.074,0.26,0.533,0.37,0.0,0.0,0.22,0.0,"[('Alex Karalexis', 'loss', 'KO/TKO'), ('John Polakowski', 'loss', 'S-DEC'), ('Hayato Sakurai', 'loss', 'KO/TKOPunch'), ('Gilbert Melendez', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,1,1,0,0.6666666666666666
Pablo Alfonso,52,52,Pablo Alfonso,6/5/00,"5'8""",145lbs.,0.0,,"May09,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Marcos da Matta', 'win', 'SUBArmbar')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4666666666666667
Levi Alford,53,53,Levi Alford,1/4/00,--,--,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Bill Algeo,54,54,Bill Algeo,12/3/00,"6'0""",145lbs.,0.8690476190476191,Switch,"Jun09,1989",0.0,0.53,0.747,0.36,0.0,0.0,0.62,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.3333333333333333
Royce Alger,55,55,Royce Alger,3/2/00,"5'10""",199lbs.,0.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Eugene Jackson', 'loss', 'KO/TKOPunch'), ('Enson Inoue', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.14285714285714285,0.0,0,0,0,0,0.0
Amir Aliakbari,56,56,Amir Aliakbari,10/1/00,"6'3""",250lbs.,0.0,,"Jun10,1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.4444444444444444
Sultan Aliev,57,57,Sultan Aliev,15-3-0,"5'11""",170lbs.,0.8809523809523809,Orthodox,"Sep17,1984",0.141,0.45,0.0,0.56,0.176,0.38,1.0,0.0,"[('Keita Nakamura', 'win', 'U-DEC'), ('Warlley Alves', 'loss', 'KO/TKO'), ('Bojan Velickovic', 'win', 'S-DEC'), ('Kenny Robertson', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.1,0,1,0.16666666666666666,0.0,0.0,0,0,0,0,0.4444444444444444
John Allan,58,58,John Allan,13-5-0 (1 NC),"6'3""",205lbs.,0.8928571428571429,Orthodox,"Feb22,1993",0.359,0.48,0.43899999999999995,0.51,0.254,0.66,0.57,0.0,"[('Mike Rodriguez', 'nc', 'Overturned')]",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.24444444444444444
George Allen,59,59,George Allen,13-19-2,"6'2""",205lbs.,0.0,OpenStance,"Jan13,1967",0.0,0.38,0.0,0.43,0.0,0.0,0.5,0.0,"[('Keith Jardine', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.8222222222222222
Arnold Allen,60,60,Arnold Allen,15-1-0,"5'8""",145lbs.,0.8333333333333334,Southpaw,"Jan22,1994",0.301,0.39,0.178,0.66,0.0,0.56,0.7,0.0,"[('Gilbert Melendez', 'win', 'U-DEC'), ('Jordan Rinaldi', 'win', 'U-DEC'), ('Mads Burnell', 'win', 'SUBOther-Choke'), ('Makwan Amirkhani', 'win', 'S-DEC'), ('Yaotzin Meza', 'win', 'U-DEC'), ('Alan Omer', 'win', 'SUBGuillotineChoke')]",0.0,0.10526315789473684,0.3,0,1,0.0,0.0,0.0,0,0,0,0,0.2222222222222222
Brendan Allen,61,61,Brendan Allen,13-3-0,"6'2""",185lbs.,0.8928571428571429,Orthodox,"Dec28,1995",0.0,0.53,0.358,0.31,0.374,0.42,0.66,0.0,"[('Kevin Holland', 'win', 'SUBRearNakedChoke')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.2
Benny Alloway,62,62,Benny Alloway,13-6-0,"5'11""",170lbs.,0.8928571428571429,Orthodox,"Feb19,1981",0.128,0.49,0.0,0.59,0.062,0.5,0.26,0.0,"[('Zak Cummings', 'loss', ""SUBD'ArceChoke""), ('Ryan LaFlare', 'loss', 'U-DEC'), ('Manuel Rodriguez', 'win', 'KO/TKOKick')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.5111111111111111
Ricardo Almeida,63,63,Ricardo Almeida,13-5-0,"6'0""",170lbs.,0.8809523809523809,Orthodox,"Nov29,1976",0.202,0.49,0.0,0.61,0.374,0.38,0.31,0.0,"[('Mike Pyle', 'loss', 'U-DEC'), ('TJ Grant', 'win', 'U-DEC'), ('Matt Hughes', 'loss', 'SUBArmTriangle'), ('Matt Brown', 'win', 'SUBRearNakedChoke'), ('Kendall Grove', 'win', 'U-DEC'), ('Matt Horwich', 'win', 'U-DEC'), ('Patrick Cote', 'loss', 'S-DEC'), ('Rob Yundt', 'win', 'SUBGuillotineChoke'), ('Ryo Chonan', 'win', 'U-DEC'), ('Andrei Semenov', 'loss', 'KO/TKOPunch'), ('Eugene Jackson', 'win', 'SUBTriangleChoke'), ('Matt Lindland', 'loss', 'DQ'), ('Akira Shoji', 'win', 'U-DEC')]",0.0,0.15789473684210525,0.5,0,0,0.08333333333333333,0.14285714285714285,0.1111111111111111,0,1,1,0,0.6222222222222222
Magno Almeida,64,64,Magno Almeida,9-3-0 (1 NC),"6'0""",155lbs.,0.0,,"Jun06,1985",0.16699999999999998,0.36,0.0,0.41,0.0,0.0,0.4,0.0,"[('James Terry', 'loss', 'KO/TKO'), ('Conor Heun', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.4222222222222222
Thomas Almeida,65,65,Thomas Almeida,22-3-0,"5'7""",135lbs.,0.8333333333333334,Southpaw,"Jul31,1991",0.5660000000000001,0.45,0.465,0.64,0.0,0.0,0.75,0.0,"[('Rob Font', 'loss', 'KO/TKOKick'), ('Jimmie Rivera', 'loss', 'U-DEC'), ('Albert Morales', 'win', 'KO/TKOPunches'), ('Cody Garbrandt', 'loss', 'KO/TKOPunches'), ('Anthony Birchak', 'win', 'KO/TKOPunches'), ('Brad Pickett', 'win', 'KO/TKOFlyingKnee'), ('Yves Jabouin', 'win', 'KO/TKOPunches'), ('Tim Gorman', 'win', 'U-DEC')]",0.18181818181818182,0.0,0.1,0,0,0.16666666666666666,0.0,0.1111111111111111,0,0,0,0,0.28888888888888886
Ericka Almeida,66,66,Ericka Almeida,7/2/00,"5'6""",115lbs.,0.8095238095238095,,"Mar05,1989",0.10700000000000001,0.39,0.333,0.43,0.0,0.33,0.37,0.0,"[('Aisling Daly', 'loss', 'U-DEC'), ('Juliana Lima', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.2222222222222222,0,0,0,0,0.3333333333333333
Estefani Almeida,67,67,Estefani Almeida,7/2/00,"5'4""",125lbs.,0.0,Orthodox,"Oct17,1988",0.313,0.37,0.607,0.42,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.35555555555555557
Mauricio Alonso,68,68,Mauricio Alonso,13-7-0 (1 NC),"6'2""",170lbs.,0.0,,"Feb27,1980",0.5740000000000001,0.34,0.191,0.67,0.0,0.0,0.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.5333333333333333
Sarah Alpar,69,69,Sarah Alpar,8/4/00,"5'4""",135lbs.,0.0,Southpaw,"Jun01,1991",0.442,0.61,0.379,0.4,0.379,0.66,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.28888888888888886
Rico Altamirano,70,70,Rico Altamirano,3/2/00,"5'10""",170lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Alexander Trevino', 'win', 'U-DEC')]",0.0,0.0,0.1,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Mike Altman,71,71,Mike Altman,1/4/00,"5'10""",185lbs.,0.0,Orthodox,--,0.156,0.2,0.20800000000000002,0.75,0.0,0.0,0.0,0.0,"[('Cung Le', 'loss', 'KO/TKOPunch')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Sean Alvarez,72,72,Sean Alvarez,4/3/00,"6'0""",235lbs.,0.0,Orthodox,"Jul14,1971",0.089,0.37,0.325,0.47,0.0,0.0,0.0,0.0,"[('Wesley Correira', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.7333333333333333
Eddie Alvarez,73,73,Eddie Alvarez,29-6-0 (1 NC),"5'9""",155lbs.,0.8214285714285714,Orthodox,"Jan11,1984",0.43200000000000005,0.41,0.43899999999999995,0.55,0.292,0.36,0.92,0.0,"[('Dustin Poirier', 'loss', 'KO/TKOPunches'), ('Justin Gaethje', 'win', 'KO/TKOKnee'), ('Dustin Poirier', 'nc', 'CNC'), ('Conor McGregor', 'loss', 'KO/TKOPunches'), ('Rafael Dos Anjos', 'win', 'KO/TKOPunches'), ('Anthony Pettis', 'win', 'S-DEC'), ('Gilbert Melendez', 'win', 'S-DEC'), ('Donald Cerrone', 'loss', 'U-DEC'), ('Katsunori Kikuno', 'win', 'SUBArmTriangle'), ('Shinya Aoki', 'loss', 'SUBHeelHook'), ('Tatsuya Kawajiri', 'win', 'KO/TKOPunches'), ('Joachim Hansen', 'win', 'U-DEC'), ('Andre Amado', 'win', 'KO/TKOPunches')]",0.18181818181818182,0.05263157894736842,0.1,0,2,0.16666666666666666,0.14285714285714285,0.1111111111111111,0,0,0,0,0.4444444444444444
Jaime Alvarez,74,74,Jaime Alvarez,6/1/00,"5'8""",125lbs.,0.8214285714285714,Orthodox,"Mar08,1988",0.273,0.4,0.453,0.56,0.0,0.33,0.5,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.35555555555555557
Joel Alvarez,75,75,Joel Alvarez,16-2-0,"6'3""",155lbs.,0.9166666666666666,Orthodox,"Mar02,1994",0.255,0.33,0.344,0.54,0.0,0.0,0.0,0.0,"[('Danilo Belluardo', 'win', 'KO/TKOPunches'), ('Damir Ismagulov', 'loss', 'U-DEC')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.2222222222222222
Thiago Alves,76,76,Thiago Alves,28-14-0,"5'9""",170lbs.,0.8333333333333334,Orthodox,"Oct03,1983",0.372,0.41,0.337,0.62,0.071,0.6,0.62,0.0,"[('Laureano Staropoli', 'loss', 'U-DEC'), ('Max Griffin', 'win', 'S-DEC'), ('Aleksei Kunchenko', 'loss', 'U-DEC'), ('Curtis Millender', 'loss', 'KO/TKOKnee'), ('Patrick Cote', 'win', 'U-DEC'), ('Jim Miller', 'loss', 'U-DEC'), ('Carlos Condit', 'loss', 'KO/TKO'), ('Jordan Mein', 'win', 'KO/TKOKick'), ('Seth Baczynski', 'win', 'U-DEC'), ('Martin Kampmann', 'loss', 'SUBGuillotineChoke'), ('Papy Abedi', 'win', 'SUBRearNakedChoke'), ('Rick Story', 'loss', 'U-DEC'), ('John Howard', 'win', 'U-DEC'), ('Jon Fitch', 'loss', 'U-DEC'), ('Georges St-Pierre', 'loss', 'U-DEC'), ('Josh Koscheck', 'win', 'U-DEC'), ('Matt Hughes', 'win', 'KO/TKOFlyingKnee'), ('Karo Parisyan', 'win', 'KO/TKOKnees'), ('Chris Lytle', 'win', 'KO/TKO'), ('Kuniyoshi Hironaka', 'win', 'KO/TKOKnee'), ('Tony DeSouza', 'win', 'KO/TKOKnee'), ('John Alessio', 'win', 'U-DEC'), ('Jon Fitch', 'loss', 'KO/TKOKick'), ('Derrick Noble', 'win', 'KO/TKOPunches'), ('Ansar Chalangov', 'win', 'KO/TKOPunches'), ('Spencer Fisher', 'loss', 'SUBTriangleChoke')]",0.36363636363636365,0.05263157894736842,0.5,0,1,0.25,0.2857142857142857,0.6666666666666666,0,0,0,0,0.4666666666666667
Anthony Alves,77,77,Anthony Alves,1/3/00,--,--,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Jesse Jones', 'loss', 'KO/TKO')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
Amilcar Alves,78,78,Amilcar Alves,11/4/00,"6'0""",170lbs.,0.0,Southpaw,"Aug08,1988",0.0,0.46,0.202,0.3,0.0,0.0,0.53,0.0,"[('Charlie Brenneman', 'loss', 'U-DEC'), ('Mike Pierce', 'loss', 'SUBArmbar')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.1111111111111111,0,0,0,0,0.35555555555555557
Warlley Alves,79,79,Warlley Alves,14-3-0,"5'11""",170lbs.,0.8571428571428571,Orthodox,"Jan04,1991",0.316,0.46,0.375,0.51,0.10600000000000001,0.44,0.8,0.0,"[('Sergio Moraes', 'win', 'KO/TKOPunch'), ('James Krause', 'loss', 'KO/TKOFlyingKnee'), ('Sultan Aliev', 'win', 'KO/TKO'), ('Salim Touahri', 'win', 'U-DEC'), ('Kamaru Usman', 'loss', 'U-DEC'), ('Bryan Barberena', 'loss', 'U-DEC'), ('Colby Covington', 'win', 'SUBGuillotineChoke'), ('Nordine Taleb', 'win', 'SUBGuillotineChoke'), ('Alan Jouban', 'win', 'U-DEC'), ('Marcio Alexandre Junior', 'win', 'SUBGuillotineChoke')]",0.09090909090909091,0.15789473684210525,0.2,0,0,0.08333333333333333,0.0,0.2222222222222222,0,0,0,0,0.28888888888888886
Sam Alvey,80,80,Sam Alvey,33-13-0 (1 NC),"6'2""",205lbs.,0.8928571428571429,Southpaw,"May06,1986",0.305,0.44,0.0,0.55,0.009,0.16,0.82,0.0,"[('Klidson Abreu', 'loss', 'U-DEC'), ('Jimmy Crute', 'loss', 'KO/TKOPunches'), ('Rogerio Nogueira', 'loss', 'KO/TKOPunch'), ('Gian Villante', 'win', 'S-DEC'), ('Marcin Prachnio', 'win', 'KO/TKOPunch'), ('Ramazan Emeev', 'loss', 'U-DEC'), ('Rashad Evans', 'win', 'S-DEC'), ('Thales Leites', 'loss', 'U-DEC'), ('Nate Marquardt', 'win', 'U-DEC'), ('Alex Nicholson', 'win', 'U-DEC'), ('Kevin Casey', 'win', 'KO/TKOPunches'), ('Eric Spicely', 'win', 'SUBGuillotineChoke'), ('Elias Theodorou', 'loss', 'U-DEC'), ('Derek Brunson', 'loss', 'KO/TKOPunches'), ('Daniel Kelly', 'win', 'KO/TKOPunch'), ('Cezar Ferreira', 'win', 'KO/TKOPunches'), ('Dylan Andrews', 'win', 'KO/TKOPunches'), ('Tom Watson', 'loss', 'U-DEC')]",0.22727272727272727,0.05263157894736842,0.2,0,2,0.25,0.0,0.5555555555555556,0,0,0,0,0.4
Andre Amado,81,81,Andre Amado,6/4/01,"6'0""",154lbs.,0.0,Orthodox,--,0.227,0.24,0.591,0.63,0.0,0.0,0.2,0.0,"[('KJ Noons', 'loss', 'U-DEC'), ('Katsunori Kikuno', 'loss', 'KO/TKOPunches'), ('Eddie Alvarez', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.16666666666666666,0.0,0.1111111111111111,0,0,0,0,0.0
Adlan Amagov,82,82,Adlan Amagov,13-2-1,"6'2""",170lbs.,0.9047619047619048,Orthodox,"Oct30,1986",0.329,0.47,0.08199999999999999,0.78,0.584,0.56,1.0,0.0,"[('TJ Waldburger', 'win', 'KO/TKOPunch'), ('Chris Spang', 'win', 'U-DEC'), ('Keith Berry', 'win', 'KO/TKOPunches'), ('Robbie Lawler', 'loss', 'KO/TKOFlyingKnee'), ('Anthony Smith', 'win', 'KO/TKOPunch'), ('Ron Stallings', 'win', 'S-DEC')]",0.13636363636363635,0.0,0.1,0,1,0.08333333333333333,0.0,0.0,0,0,0,0,0.4
Maiara Amanajas dos Santos,83,83,Maiara Amanajas dos Santos,7/3/00,"5'5""",115lbs.,0.0,Southpaw,"Jul11,1987",0.553,0.35,0.0,0.33,0.0,0.0,1.0,0.0,[],0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.37777777777777777
Chris Amarante,84,84,Chris Amarante,2-0-0,--,185lbs.,0.0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Sean Bassett', 'win', 'SUBArmbar')]",0.0,0.05263157894736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Jimmy Ambriz,85,85,Jimmy Ambriz,15-18-1,"6'2""",315lbs.,0.0,Southpaw,"Jan26,1970",0.08299999999999999,0.29,0.376,0.4,0.313,0.57,1.0,0.0,"[('Ikuhisa Minowa', 'loss', 'SUBToeHold'), ('Sergei Kharitonov', 'loss', 'KO/TKOPunches'), ('Ricco Rodriguez', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.16666666666666666,0.14285714285714285,0.0,0,0,0,0,0.7555555555555555
JJ Ambrose,86,86,JJ Ambrose,17-3-0 (1 NC),"5'10""",170lbs.,0.0,Orthodox,--,0.316,0.69,0.632,0.33,0.0,0.0,0.5,0.0,"[('Mike Pyle', 'loss', 'SUBRearNakedChoke')]",0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.0,0,0,0,0,0.0
Alen Amedovski,87,87,Alen Amedovski,8/2/00,"5'10""",185lbs.,0.8809523809523809,Orthodox,"Apr06,1988",0.052000000000000005,0.28,0.314,0.37,0.0,0.0,0.0,0.0,"[('John Phillips', 'loss', 'KO/TKOPunch'), ('Krzysztof Jotko', 'loss', 'U-DEC')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.1111111111111111,0,0,0,0,0.35555555555555557
Makwan Amirkhani,88,88,Makwan Amirkhani,15-3-0,"5'10""",145lbs.,0.8571428571428571,Southpaw,"Nov08,1988",0.162,0.47,0.162,0.61,0.34700000000000003,0.48,0.57,0.0,"[('Chris Fishgold', 'win', 'SUBAnacondaChoke'), ('Jason Knight', 'win', 'S-DEC'), ('Arnold Allen', 'loss', 'S-DEC'), ('Mike Wilkinson', 'win', 'U-DEC'), ('Masio Fullen', 'win', 'SUBRearNakedChoke'), ('Andy Ogle', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.10526315789473684,0.1,0,1,0.0,0.0,0.0,0,1,1,0,0.35555555555555557
Bertrand Amoussou,89,89,Bertrand Amoussou,1/1/00,"5'8""",190lbs.,0.0,Orthodox,--,0.675,0.39,0.20099999999999998,0.83,0.0,0.0,0.0,0.0,"[('Raou Raou', 'win', 'KO/TKOPunches')]",0.045454545454545456,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0
Karl Amoussou,90,90,Karl Amoussou,12/4/02,"5'11""",185lbs.,0.0,Orthodox,"Nov21,1985",0.147,0.34,0.267,0.54,0.0,0.0,0.25,0.0,"[('Kazuhiro Nakamura', 'loss', 'U-DEC'), ('Trevor Prangley', 'draw', 'CNC')]",0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0,0,0,0,0.4222222222222222
Eryk Anders,91,91,Eryk Anders,13-4-0,"6'1""",205lbs.,0.8928571428571429,Southpaw,"Apr21,1987",0.306,0.45,0.41500000000000004,0.52,0.151,0.4,0.76,0.0,"[('Gerald Meerschaert', 'win', 'S-DEC'), ('Vinicius Moreira', 'win', 'KO/TKOPunch'), ('Khalil Rountree Jr.', 'loss', 'U-DEC'), ('Elias Theodorou', 'loss', 'S-DEC'), ('Thiago Santos', 'loss', 'KO/TKO'), ('Tim Williams', 'win', 'KO/TKOKick'), ('Lyoto Machida', 'loss', 'S-DEC'), ('Markus Perez', 'win', 'U-DEC'), ('Rafael Natal', 'win', 'KO/TKOPunch')]",0.13636363636363635,0.0,0.1,0,1,0.08333333333333333,0.0,0.1111111111111111,0,2,2,0,0.37777777777777777
Matt Andersen,92,92,Matt Andersen,14-8-1,"6'2""",230lbs.,0.0,Southpaw,"May29,1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Rafael Carino', 'loss', 'KO/TKOPunches')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.7333333333333333
Andy Anderson,93,93,Andy Anderson,0-1-0,"5'6""",240lbs.,0.0,,"Jul16,1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Jon Hess', 'loss', 'KO/TKOKnees')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.6666666666666666
Lowell Anderson,94,94,Lowell Anderson,0-1-0,"5'6""",160lbs.,0.0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('John Lewis', 'loss', 'KO/TKO')]",0.0,0.0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0,0.0
