,Title,Date,Location,Fights,Winners,Methods,Rounds,Times
10,UFC Fight Night: Andrade vs. Zhang,"August 31, 2019","Shenzhen, Guangdong, China","['Weili Zhang vs Jessica Andrade', 'Jingliang Li vs Elizeu Zaleski dos Santos', 'Kai Kara-France vs Mark De La Rosa', 'Kenan Song vs Derrick Krantz', 'Mizuki Inoue vs Yanan Wu', 'Anthony Hernandez vs Jun Yong Park', 'Su Mudaerji vs Andre Soukhamthath', 'Da Un Jung vs Khadis Ibragimov', 'Damir Ismagulov vs Thiago Moises', 'Heili Alateng vs Danaa Batgerel', 'Karol Rosa vs Lara Procopio']","['Weili Zhang', 'Jingliang Li', 'Kai Kara-France', 'Kenan Song', 'Mizuki Inoue', 'Anthony Hernandez', 'Su Mudaerji', 'Da Un Jung', 'Damir Ismagulov', 'Heili Alateng', 'Karol Rosa']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC']","['1', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3']","['0:42', '4:51', '5:00', '5:00', '5:00', '4:39', '5:00', '1:59', '5:00', '5:00', '5:00']"
11,UFC 241: Cormier vs. Miocic 2,"August 17, 2019","Anaheim, California, USA","['Stipe Miocic vs Daniel Cormier', 'Nate Diaz vs Anthony Pettis', 'Paulo Costa vs Yoel Romero', 'Sodiq Yusuff vs Gabriel Benitez', 'Derek Brunson vs Ian Heinisch', 'Khama Worthy vs Devonte Smith', 'Cory Sandhagen vs Raphael Assuncao', 'Drakkar Klose vs Christos Giagos', 'Casey Kenney vs Manny Bermudez', 'Hannah Cifers vs Jodie Esquibel', 'Kyung Ho Kang vs Brandon Davis', 'Sabina Mazo vs Shana Dobson']","['Stipe Miocic', 'Nate Diaz', 'Paulo Costa', 'Sodiq Yusuff', 'Derek Brunson', 'Khama Worthy', 'Cory Sandhagen', 'Drakkar Klose', 'Casey Kenney', 'Hannah Cifers', 'Kyung Ho Kang', 'Sabina Mazo']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC']","['4', '3', '3', '1', '3', '1', '3', '3', '3', '3', '3', '3']","['4:09', '5:00', '5:00', '4:14', '5:00', '4:15', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00']"
12,UFC Fight Night: Shevchenko vs. Carmouche 2,"August 10, 2019","Montevideo, Uruguay","['Valentina Shevchenko vs Liz Carmouche', 'Vicente Luque vs Mike Perry', 'Eduardo Garagorri vs Humberto Bandenay', 'Volkan Oezdemir vs Ilir Latifi', 'Rodolfo Vieira vs Oskar Piechota', 'Enrique Barzola vs Bobby Moffett', 'Gilbert Burns vs Aleksei Kunchenko', 'Ciryl Gane vs Raphael Pessoa', 'Marina Rodriguez vs Tecia Torres', 'Rogerio Bontorin vs Raulian Paiva', 'Chris Gutierrez vs Geraldo de Freitas', 'Alex Da Silva vs Kazula Vargas', 'Veronica Macedo vs Polyana Viana']","['Valentina Shevchenko', 'Vicente Luque', 'Eduardo Garagorri', 'Volkan Oezdemir', 'Rodolfo Vieira', 'Enrique Barzola', 'Gilbert Burns', 'Ciryl Gane', 'Marina Rodriguez', 'Rogerio Bontorin', 'Chris Gutierrez', 'Alex Da Silva', 'Veronica Macedo']","['U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB']","['5', '3', '3', '2', '2', '3', '3', '1', '3', '1', '3', '3', '1']","['5:00', '5:00', '5:00', '4:31', '4:26', '5:00', '5:00', '4:12', '5:00', '2:56', '5:00', '5:00', '1:09']"
13,UFC Fight Night: Covington vs. Lawler,"August 03, 2019","Newark, New Jersey, USA","['Colby Covington vs Robbie Lawler', 'Jim Miller vs Clay Guida', 'Nasrat Haqparast vs Joaquim Silva', 'Gerald Meerschaert vs Trevin Giles', 'Scott Holtzman vs Dong Hyun Ma', 'Kennedy Nzechukwu vs Darko Stosic', 'Mickey Gall vs Salim Touahri', 'Antonina Shevchenko vs Lucie Pudilova', 'Matt Schnell vs Jordan Espinosa', 'Lauren Murphy vs Mara Romero Borella', 'Claudio Silva vs Cole Williams', 'Miranda Granger vs Hannah Goldy']","['Colby Covington', 'Jim Miller', 'Nasrat Haqparast', 'Gerald Meerschaert', 'Scott Holtzman', 'Kennedy Nzechukwu', 'Mickey Gall', 'Antonina Shevchenko', 'Matt Schnell', 'Lauren Murphy', 'Claudio Silva', 'Miranda Granger']","['U-DEC', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","['5', '1', '2', '3', '2', '3', '3', '2', '1', '3', '1', '3']","['5:00', '0:58', '0:36', '1:49', '5:00', '5:00', '5:00', '1:20', '1:23', '1:46', '2:35', '5:00']"
14,UFC 240: Holloway vs. Edgar,"July 27, 2019","Edmonton, Alberta, Canada","['Max Holloway vs Frankie Edgar', 'Cris Cyborg vs Felicia Spencer', 'Geoff Neal vs Niko Price', 'Arman Tsarukyan vs Olivier Aubin-Mercier', 'Krzysztof Jotko vs Marc-Andre Barriault', 'Viviane Araujo vs Alexis Davis', 'Hakeem Dawodu vs Yoshinori Horie', 'Gavin Tucker vs SeungWoo Choi', 'Deiveson Figueiredo vs Alexandre Pantoja', 'Gillian Robertson vs Sarah Frota', 'Erik Koch vs Kyle Stewart']","['Max Holloway', 'Cris Cyborg', 'Geoff Neal', 'Arman Tsarukyan', 'Krzysztof Jotko', 'Viviane Araujo', 'Hakeem Dawodu', 'Gavin Tucker', 'Deiveson Figueiredo', 'Gillian Robertson', 'Erik Koch']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC']","['5', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3']","['5:00', '5:00', '2:39', '5:00', '5:00', '5:00', '4:09', '3:17', '5:00', '4:13', '5:00']"
15,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA","['Leon Edwards vs Rafael Dos Anjos', 'Walt Harris vs Aleksei Oleinik', 'Greg Hardy vs Juan Adams', 'Dan Hooker vs James Vick', 'Alexander Hernandez vs Francisco Trinaldo', 'Andrei Arlovski vs Ben Rothwell', 'Alex Caceres vs Steven Peterson', 'Raquel Pennington vs Irene Aldana', 'Klidson Abreu vs Sam Alvey', 'Jennifer Maia vs Roxanne Modafferi', 'Ray Borg vs Gabriel Silva', 'Mario Bautista vs Jinsoo Son', 'Felipe Colares vs Domingo Pilarte']","['Leon Edwards', 'Walt Harris', 'Greg Hardy', 'Dan Hooker', 'Alexander Hernandez', 'Andrei Arlovski', 'Alex Caceres', 'Raquel Pennington', 'Klidson Abreu', 'Jennifer Maia', 'Ray Borg', 'Mario Bautista', 'Felipe Colares']","['U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC']","['5', '1', '1', '1', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['5:00', '0:12', '0:45', '2:33', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00']"
16,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA","['Germaine de Randamie vs Aspen Ladd', 'Urijah Faber vs Ricky Simon', 'Josh Emmett vs Mirsad Bektic', 'Karl Roberson vs Wellington Turman', 'Marvin Vettori vs Cezar Ferreira', 'Mike Rodriguez vs John Allan', 'Andre Fili vs Sheymon Moraes', 'Julianna Pena vs Nicco Montano', 'Ryan Hall vs Darren Elkins', 'Jonathan Martinez vs Liu Pingyuan', 'Brianna Van Buren vs Livinha Souza', 'Benito Lopez vs Vince Morales']","['Germaine de Randamie', 'Urijah Faber', 'Josh Emmett', 'Karl Roberson', 'Marvin Vettori', 'Mike Rodriguez', 'Andre Fili', 'Julianna Pena', 'Ryan Hall', 'Jonathan Martinez', 'Brianna Van Buren', 'Benito Lopez']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'Overturned', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","['1', '1', '1', '3', '3', '3', '1', '3', '3', '3', '3', '3']","['0:16', '0:46', '4:25', '5:00', '5:00', '5:00', '3:07', '5:00', '5:00', '3:54', '5:00', '5:00']"
17,UFC 239: Jones vs. Santos,"July 06, 2019","Las Vegas, Nevada, USA","['Jon Jones vs Thiago Santos', 'Amanda Nunes vs Holly Holm', 'Jorge Masvidal vs Ben Askren', 'Jan Blachowicz vs Luke Rockhold', 'Michael Chiesa vs Diego Sanchez', 'Arnold Allen vs Gilbert Melendez', 'Marlon Vera vs Nohelin Hernandez', 'Claudia Gadelha vs Randa Markos', 'Song Yadong vs Alejandro Perez', 'Edmen Shahbazyan vs Jack Marshman', 'Chance Rencountre vs Ismail Naurdiev', 'Julia Avila vs Pannie Kianzad']","['Jon Jones', 'Amanda Nunes', 'Jorge Masvidal', 'Jan Blachowicz', 'Michael Chiesa', 'Arnold Allen', 'Marlon Vera', 'Claudia Gadelha', 'Song Yadong', 'Edmen Shahbazyan', 'Chance Rencountre', 'Julia Avila']","['S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC']","['5', '1', '1', '2', '3', '3', '2', '3', '1', '1', '3', '3']","['5:00', '4:10', '0:05', '1:39', '5:00', '5:00', '3:25', '5:00', '2:04', '1:12', '5:00', '5:00']"
18,UFC Fight Night: Ngannou vs. Dos Santos,"June 29, 2019","Minneapolis, Minnesota, USA","['Francis Ngannou vs Junior Dos Santos', 'Joseph Benavidez vs Jussier Formiga', 'Demian Maia vs Anthony Rocco Martin', 'Vinc Pichel vs Roosevelt Roberts', 'Drew Dober vs Polo Reyes', 'Alonzo Menifield vs Paul Craig', 'Ricardo Ramos vs Journey Newson', 'Eryk Anders vs Vinicius Moreira', 'Jared Gordon vs Dan Moret', 'Dalcha Lungiambula vs Dequan Townsend', 'Amanda Ribas vs Emily Whitmire', 'Maurice Greene vs Junior Albini']","['Francis Ngannou', 'Joseph Benavidez', 'Demian Maia', 'Vinc Pichel', 'Drew Dober', 'Alonzo Menifield', 'Ricardo Ramos', 'Eryk Anders', 'Jared Gordon', 'Dalcha Lungiambula', 'Amanda Ribas', 'Maurice Greene']","['KO/TKO', 'KO/TKO', 'M-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO']","['1', '2', '3', '3', '1', '1', '3', '1', '3', '3', '2', '1']","['1:11', '4:47', '5:00', '5:00', '1:07', '3:19', '5:00', '1:18', '5:00', '0:42', '2:10', '3:38']"
19,UFC Fight Night: Moicano vs. The Korean Zombie,"June 22, 2019","Greenville, South Carolina, USA","['Chan Sung Jung vs Renato Moicano', 'Randy Brown vs Bryan Barberena', 'Andre Ewell vs Anderson Dos Santos', 'Andrea Lee vs Montana De La Rosa', 'Kevin Holland vs Alessio Di Chirico', 'Dan Ige vs Kevin Aguilar', 'Ashley Yoder vs Syuri Kondo', 'Luis Pena vs Matt Wiman', 'Jairzinho Rozenstruik vs Allen Crowder', 'Molly McCann vs Ariane Lipski', 'Deron Winn vs Eric Spicely']","['Chan Sung Jung', 'Randy Brown', 'Andre Ewell', 'Andrea Lee', 'Kevin Holland', 'Dan Ige', 'Ashley Yoder', 'Luis Pena', 'Jairzinho Rozenstruik', 'Molly McCann', 'Deron Winn']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC']","['1', '3', '3', '3', '3', '3', '3', '3', '1', '3', '3']","['0:58', '2:54', '5:00', '5:00', '5:00', '5:00', '5:00', '1:14', '0:09', '5:00', '5:00']"
20,UFC 238: Cejudo vs. Moraes,"June 08, 2019","Chicago, Illinois, USA","['Henry Cejudo vs Marlon Moraes', 'Valentina Shevchenko vs Jessica Eye', 'Tony Ferguson vs Donald Cerrone', 'Petr Yan vs Jimmie Rivera', 'Blagoy Ivanov vs Tai Tuivasa', 'Tatiana Suarez vs Nina Ansaroff', 'Aljamain Sterling vs Pedro Munhoz', 'Alexa Grasso vs Karolina Kowalkiewicz', 'Calvin Kattar vs Ricardo Lamas', 'Xiaonan Yan vs Angela Hill', 'Darren Stewart vs Bevon Lewis', 'Eddie Wineland vs Grigorii Popov', 'Katlyn Chookagian vs Joanne Calderwood']","['Henry Cejudo', 'Valentina Shevchenko', 'Tony Ferguson', 'Petr Yan', 'Blagoy Ivanov', 'Tatiana Suarez', 'Aljamain Sterling', 'Alexa Grasso', 'Calvin Kattar', 'Xiaonan Yan', 'Darren Stewart', 'Eddie Wineland', 'Katlyn Chookagian']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","['3', '2', '2', '3', '3', '3', '3', '3', '1', '3', '3', '2', '3']","['4:51', '0:26', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '4:06', '5:00', '5:00', '4:47', '5:00']"
21,UFC Fight Night: Gustafsson vs. Smith,"June 01, 2019","Stockholm, Sweden","['Anthony Smith vs Alexander Gustafsson', 'Aleksandar Rakic vs Jimi Manuwa', 'Makwan Amirkhani vs Chris Fishgold', 'Christos Giagos vs Damir Hadzovic', 'Daniel Teymur vs Sung Bin Jo', 'Sergey Khandozhko vs Rostem Akman', 'Lina Lansberg vs Tonya Evinger', 'Leonardo Santos vs Stevie Ray', 'Frank Camacho vs Nick Hein', 'Bea Malecki vs Duda Santana', 'Devin Clark vs Darko Stosic', 'Joel Alvarez vs Danilo Belluardo']","['Anthony Smith', 'Aleksandar Rakic', 'Makwan Amirkhani', 'Christos Giagos', 'Daniel Teymur', 'Sergey Khandozhko', 'Lina Lansberg', 'Leonardo Santos', 'Frank Camacho', 'Bea Malecki', 'Devin Clark', 'Joel Alvarez']","['SUB', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO']","['4', '1', '2', '3', '3', '3', '3', '1', '2', '2', '3', '2']","['2:38', '0:47', '4:25', '5:00', '5:00', '5:00', '5:00', '2:17', '4:56', '1:59', '5:00', '2:22']"
22,UFC Fight Night: Dos Anjos vs. Lee,"May 18, 2019","Rochester, New York, USA","['Rafael Dos Anjos vs Kevin Lee', 'Ian Heinisch vs Antonio Carlos Junior', 'Felicia Spencer vs Megan Anderson', 'Vicente Luque vs Derrick Krantz', 'Charles Oliveira vs Nik Lentz', 'Davi Ramos vs Austin Hubbard', 'Aspen Ladd vs Sijara Eubanks', 'Desmond Green vs Charles Jourdain', 'Michel Pereira vs Danny Roberts', 'Grant Dawson vs Michael Trizano', 'Ed Herman vs Patrick Cummins', 'Zak Cummings vs Trevin Giles', 'Julio Arce vs Julian Erosa']","['Rafael Dos Anjos', 'Ian Heinisch', 'Felicia Spencer', 'Vicente Luque', 'Charles Oliveira', 'Davi Ramos', 'Aspen Ladd', 'Desmond Green', 'Michel Pereira', 'Grant Dawson', 'Ed Herman', 'Zak Cummings', 'Julio Arce']","['SUB', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO']","['4', '3', '1', '1', '2', '3', '3', '3', '1', '2', '1', '3', '3']","['3:47', '5:00', '3:24', '3:52', '2:11', '5:00', '5:00', '5:00', '1:47', '2:27', '3:39', '4:01', '1:49']"
23,UFC 237: Namajunas vs. Andrade,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil","['Jessica Andrade vs Rose Namajunas', 'Jared Cannonier vs Anderson Silva', 'Alexander Volkanovski vs Jose Aldo', 'Laureano Staropoli vs Thiago Alves', 'Irene Aldana vs Bethe Correia', 'Ryan Spann vs Rogerio Nogueira', 'Thiago Moises vs Kurt Holobaugh', 'Warlley Alves vs Sergio Moraes', 'Clay Guida vs BJ Penn', 'Luana Carolina vs Priscila Cachoeira', 'Raoni Barcelos vs Carlos Huachin', 'Viviane Araujo vs Talita Bernardo']","['Jessica Andrade', 'Jared Cannonier', 'Alexander Volkanovski', 'Laureano Staropoli', 'Irene Aldana', 'Ryan Spann', 'Thiago Moises', 'Warlley Alves', 'Clay Guida', 'Luana Carolina', 'Raoni Barcelos', 'Viviane Araujo']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","['2', '1', '3', '3', '3', '1', '3', '3', '3', '3', '2', '3']","['2:58', '4:47', '5:00', '5:00', '3:24', '2:07', '5:00', '4:13', '5:00', '5:00', '4:49', '0:48']"
24,UFC Fight Night: Iaquinta vs. Cowboy,"May 04, 2019","Ottawa, Ontario, Canada","['Donald Cerrone vs Al Iaquinta', 'Derek Brunson vs Elias Theodorou', 'Shane Burgos vs Cub Swanson', 'Merab Dvalishvili vs Brad Katona', 'Walt Harris vs Serghei Spivac', 'Andrew Sanchez vs Marc-Andre Barriault', 'Macy Chiasson vs Sarah Moras', 'Vince Morales vs Aiemann Zahabi', 'Nordine Taleb vs Kyle Prepolec', 'Matt Sayles vs Kyle Nelson', 'Arjan Bhullar vs Juan Adams', 'Cole Smith vs Mitch Gagnon']","['Donald Cerrone', 'Derek Brunson', 'Shane Burgos', 'Merab Dvalishvili', 'Walt Harris', 'Andrew Sanchez', 'Macy Chiasson', 'Vince Morales', 'Nordine Taleb', 'Matt Sayles', 'Arjan Bhullar', 'Cole Smith']","['U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","['5', '3', '3', '3', '1', '3', '2', '3', '3', '3', '3', '3']","['5:00', '5:00', '5:00', '5:00', '0:50', '5:00', '2:22', '5:00', '5:00', '3:16', '5:00', '5:00']"
25,UFC Fight Night: Jacare vs. Hermansson,"April 27, 2019","Sunrise, Florida, USA","['Jack Hermansson vs Jacare Souza', 'Greg Hardy vs Dmitrii Smoliakov', 'Mike Perry vs Alex Oliveira', 'Glover Teixeira vs Ion Cutelaba', 'Cory Sandhagen vs John Lineker', 'Roosevelt Roberts vs Thomas Gifford', 'Takashi Sato vs Ben Saunders', 'Augusto Sakai vs Andrei Arlovski', 'Carla Esparza vs Virna Jandiroba', 'Gilbert Burns vs Mike Davis', 'Jim Miller vs Jason Gonzalez', 'Angela Hill vs Jodie Esquibel', 'Dhiego Lima vs Court McGee']","['Jack Hermansson', 'Greg Hardy', 'Mike Perry', 'Glover Teixeira', 'Cory Sandhagen', 'Roosevelt Roberts', 'Takashi Sato', 'Augusto Sakai', 'Carla Esparza', 'Gilbert Burns', 'Jim Miller', 'Angela Hill', 'Dhiego Lima']","['U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'S-DEC']","['5', '1', '3', '2', '3', '3', '2', '3', '3', '2', '1', '3', '3']","['5:00', '2:15', '5:00', '3:37', '5:00', '5:00', '1:18', '5:00', '5:00', '4:15', '2:12', '5:00', '5:00']"
26,UFC Fight Night: Overeem vs. Oleinik,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia","['Alistair Overeem vs Aleksei Oleinik', 'Islam Makhachev vs Arman Tsarukyan', 'Sergei Pavlovich vs Marcelo Golm', 'Roxanne Modafferi vs Antonina Shevchenko', 'Krzysztof Jotko vs Alen Amedovski', 'Movsar Evloev vs SeungWoo Choi', 'Sultan Aliev vs Keita Nakamura', 'Alexander Yakovlev vs Alex Da Silva', 'Shamil Abdurakhimov vs Marcin Tybura', 'Michal Oleksiejczuk vs Gadzhimurad Antigulov', 'Magomed Mustafaev vs Rafael Fiziev']","['Alistair Overeem', 'Islam Makhachev', 'Sergei Pavlovich', 'Roxanne Modafferi', 'Krzysztof Jotko', 'Movsar Evloev', 'Sultan Aliev', 'Alexander Yakovlev', 'Shamil Abdurakhimov', 'Michal Oleksiejczuk', 'Magomed Mustafaev']","['KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['1', '3', '1', '3', '3', '3', '3', '2', '2', '1', '1']","['4:45', '5:00', '1:06', '5:00', '5:00', '5:00', '5:00', '3:10', '3:15', '0:44', '1:26']"
27,UFC 236: Holloway vs. Poirier 2,"April 13, 2019","Atlanta, Georgia, USA","['Dustin Poirier vs Max Holloway', 'Israel Adesanya vs Kelvin Gastelum', 'Khalil Rountree Jr. vs Eryk Anders', 'Dwight Grant vs Alan Jouban', 'Nikita Krylov vs Ovince Saint Preux', 'Matt Frevola vs Jalin Turner', 'Alexandre Pantoja vs Wilson Reis', 'Max Griffin vs Zelim Imadaev', 'Khalid Taha vs Boston Salmon', 'Belal Muhammad vs Curtis Millender', 'Montel Jackson vs Andre Soukhamthath', 'Poliana Botelho vs Lauren Mueller', 'Brandon Davis vs Randy Costa']","['Dustin Poirier', 'Israel Adesanya', 'Khalil Rountree Jr.', 'Dwight Grant', 'Nikita Krylov', 'Matt Frevola', 'Alexandre Pantoja', 'Max Griffin', 'Khalid Taha', 'Belal Muhammad', 'Montel Jackson', 'Poliana Botelho', 'Brandon Davis']","['U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'M-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB']","['5', '5', '3', '3', '2', '3', '1', '3', '1', '3', '3', '3', '2']","['5:00', '5:00', '5:00', '5:00', '2:30', '5:00', '2:58', '5:00', '0:25', '5:00', '5:00', '5:00', '1:12']"
28,UFC Fight Night: Barboza vs. Gaethje,"March 30, 2019","Philadelphia, Pennsylvania, USA","['Justin Gaethje vs Edson Barboza', 'Jack Hermansson vs David Branch', 'Josh Emmett vs Michael Johnson', 'Michelle Waterson vs Karolina Kowalkiewicz', 'Paul Craig vs Kennedy Nzechukwu', 'Sodiq Yusuff vs Sheymon Moraes', 'Marina Rodriguez vs Jessica Aguilar', 'Desmond Green vs Ross Pearson', 'Kevin Aguilar vs Enrique Barzola', 'Kevin Holland vs Gerald Meerschaert', 'Casey Kenney vs Ray Borg', 'Maryna Moroz vs Sabina Mazo', 'Alex Perez vs Mark De La Rosa']","['Justin Gaethje', 'Jack Hermansson', 'Josh Emmett', 'Michelle Waterson', 'Paul Craig', 'Sodiq Yusuff', 'Marina Rodriguez', 'Desmond Green', 'Kevin Aguilar', 'Kevin Holland', 'Casey Kenney', 'Maryna Moroz', 'Alex Perez']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","['1', '1', '3', '3', '3', '3', '3', '1', '3', '3', '3', '3', '3']","['2:30', '0:49', '4:14', '5:00', '4:20', '5:00', '5:00', '2:52', '5:00', '5:00', '5:00', '5:00', '5:00']"
29,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019","Nashville, Tennessee, USA","['Anthony Pettis vs Stephen Thompson', 'Curtis Blaydes vs Justin Willis', 'John Makdessi vs Jesus Pinedo', 'Jussier Formiga vs Deiveson Figueiredo', 'Luis Pena vs Steven Peterson', 'Maycee Barber vs JJ Aldrich', 'Bryce Mitchell vs Bobby Moffett', 'Marlon Vera vs Frankie Saenz', 'Jennifer Maia vs Alexis Davis', 'Randa Markos vs Angela Hill', 'Chris Gutierrez vs Ryan MacDonald', 'Jordan Espinosa vs Eric Shelton']","['Anthony Pettis', 'Curtis Blaydes', 'John Makdessi', 'Jussier Formiga', 'Luis Pena', 'Maycee Barber', 'Bryce Mitchell', 'Marlon Vera', 'Jennifer Maia', 'Randa Markos', 'Chris Gutierrez', 'Jordan Espinosa']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","['2', '3', '3', '3', '3', '2', '3', '1', '3', '1', '3', '3']","['4:55', '5:00', '5:00', '5:00', '5:00', '3:01', '5:00', '1:25', '5:00', '4:24', '5:00', '5:00']"
30,UFC Fight Night: Till vs. Masvidal,"March 16, 2019","London, England, United Kingdom","['Jorge Masvidal vs Darren Till', 'Leon Edwards vs Gunnar Nelson', 'Dominick Reyes vs Volkan Oezdemir', 'Nathaniel Wood vs Jose Quinonez', 'Claudio Silva vs Danny Roberts', 'Jack Marshman vs John Phillips', 'Arnold Allen vs Jordan Rinaldi', 'Marc Diakiese vs Joe Duffy', 'Saparbeg Safarov vs Nicolae Negumereanu', 'Dan Ige vs Danny Henry', 'Molly McCann vs Priscila Cachoeira', 'Mike Grundy vs Nad Narimani']","['Jorge Masvidal', 'Leon Edwards', 'Dominick Reyes', 'Nathaniel Wood', 'Claudio Silva', 'Jack Marshman', 'Arnold Allen', 'Marc Diakiese', 'Saparbeg Safarov', 'Dan Ige', 'Molly McCann', 'Mike Grundy']","['KO/TKO', 'S-DEC', 'S-DEC', 'SUB', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO']","['2', '3', '3', '2', '3', '3', '3', '3', '3', '1', '3', '2']","['3:05', '5:00', '5:00', '2:46', '2:37', '5:00', '5:00', '5:00', '5:00', '1:17', '5:00', '4:42']"
31,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA","['Junior Dos Santos vs Derrick Lewis', 'Elizeu Zaleski dos Santos vs Curtis Millender', 'Niko Price vs Tim Means', 'Blagoy Ivanov vs Ben Rothwell', 'Beneil Dariush vs Drew Dober', 'Omari Akhmedov vs Tim Boetsch', 'Anthony Rocco Martin vs Sergio Moraes', 'Yana Kunitskaya vs Marion Reneau', 'Grant Dawson vs Julian Erosa', 'Maurice Greene vs Jeff Hughes', 'Matt Schnell vs Louis Smolka', 'Alex Morono vs Zak Ottow', 'Alex White vs Dan Moret']","['Junior Dos Santos', 'Elizeu Zaleski dos Santos', 'Niko Price', 'Blagoy Ivanov', 'Beneil Dariush', 'Omari Akhmedov', 'Anthony Rocco Martin', 'Yana Kunitskaya', 'Grant Dawson', 'Maurice Greene', 'Matt Schnell', 'Alex Morono', 'Alex White']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'U-DEC']","['2', '1', '1', '3', '2', '3', '3', '3', '3', '3', '1', '1', '3']","['1:58', '2:35', '4:50', '5:00', '4:41', '5:00', '5:00', '5:00', '5:00', '5:00', '3:18', '3:34', '5:00']"
